"Localidad","Planta","Areola","A","B","C","D","E","F","G","H","I","J","K","L","num_esp_rad","larg_esp_rad","anch_esp_rad","ind_esp_rad","inf","sup","prop_inf_sup","num_esp_cen","larg_are","anch_are","ind_are","PC1S","PC2S","PC3S","PC4S","PC5S","PC6S","PC7S","PC8S","PC9S","PC10S","PC1A","PC2A","PC3A","PC4A","PC5A","PC6A","PC7A","PC8A","PC9A","PC10A","group_gen"
"CC020","P02","A05",2.0781517202508,2.77236846448735,2.65628056546529,2.6687055768343,2.78890462368293,2.78320541490645,2.518790755965,2.39868490089013,2.49672505494698,2.38190537888384,2.42345610825026,2.09564395900132,29,6.80669389990381,4.83320093467555,1.40832007439822,5.57678043318903,4.81302399744693,0.86304706722955,2,1.04852304978295,0.675407373390607,1.55243056426712,-41.2222344,-28.45488519,-7.058255467,10.40645934,8.561297683,-7.750056906,3.339852765,-0.692755981,-3.804834823,-1.238821363,13137.9082,-545.8270697,134.1448386,3068.614356,-339.1666431,625.2047952,-44.12734359,-112.1194256,-707.2860476,897.4037965,"M_haageana"
"CC020","P02","A06",1.87631293578642,2.29884984440565,2.705939833593,2.85309183168015,2.59312671507127,2.63350292418727,2.5673292214811,2.57457314667936,3.01938818305961,2.84289192119683,2.71036234543759,2.11521531917015,28,7.04689595552423,5.00405820567559,1.40823620866993,5.74024668459466,4.93755506298411,0.860164263712783,2,1.17983844249793,0.74567920113642,1.58223327229705,-44.10412372,-3.292163492,1.756915913,15.84108481,-10.60225428,-9.165792045,-7.404372658,2.823147877,-0.082029798,-2.905874832,14550.17793,-436.1518964,-1712.489519,964.4364324,-1421.640762,968.4189636,128.7321721,-889.9067661,27.44283772,240.6062143,"M_haageana"
"CC020","P02","A07",1.8968900003454,2.4605390808733,2.87207077672107,2.84465674554945,2.72722206793035,2.67104946073181,2.39000124179736,2.39272071911517,2.80028585227311,3.17184678066265,2.88259805962731,2.45889764942576,27,7.10065592933433,4.84696692502735,1.46496892575644,5.95220774167031,5.09674503972879,0.856278083852386,2,1.08979609802615,0.677788693219814,1.6078699879886,-83.89040598,-0.968648004,9.800873952,22.2415887,-5.552395315,-6.209810491,-0.118196365,5.297455888,2.739909093,-2.225532804,9318.411557,-926.5781145,-596.0102629,1023.378522,-997.7242394,-832.7245545,478.3369657,118.6232739,-525.994981,-271.5189989,"M_haageana"
"CC020","P02","A08",2.40623745539074,3.11934044076142,3.41409053716958,3.16016235979512,2.98740773916116,2.75468372872674,2.77827742003756,2.64473051873584,3.09392851923706,3.28897370010768,2.90271739323723,2.54994633495583,29,7.65587731796794,6.01492394361,1.27281365313043,7.58806754055339,6.05963843805883,0.798574657602073,2,1.14792596708129,0.728205938774478,1.57637545364321,-104.545612,-1.204659404,-13.69737803,19.39469959,-1.22961239,-8.945000648,0.556706777,4.189391778,-2.658114091,-0.320188889,10425.51553,-161.7567457,-1313.236812,1930.658079,402.2934503,-567.793861,1291.248518,-62.82484036,124.9999487,-1095.360672,"M_haageana"
"CC020","P02","A09",1.73077369968136,1.98831276753732,2.31273046690903,2.06096676343895,2.0425192777548,2.03844673937455,2.18280643584784,1.9724251570085,1.90209823181764,2.31563058366398,2.53644171919812,2.22632532217871,28,5.95871975345092,4.27706620252045,1.3931792194237,8.4519851514304,7.32875773920792,0.867104899961592,2,1.00316582880541,0.677261271334922,1.48120949958959,-132.8800068,-9.949031007,-1.682980493,17.88431431,-4.785106689,-11.54028835,2.376981721,2.92656279,-0.784185523,0.450496154,11951.82469,168.0668767,-1943.907384,2482.856854,-468.6011665,410.4824581,1212.47112,-580.2385899,-18.04289982,-644.9137746,"M_haageana"
"CC020","P02","A10",1.78746406470883,2.25297810372351,2.95913991399284,2.98702680952717,2.89628987794879,2.98394721803185,2.72456264894835,2.64043692466559,2.69442766551191,2.87089663088287,2.86081666661812,2.39914820672246,28,7.07309008702614,5.46694436054069,1.29379222113148,8.90339272412489,7.69750849301253,0.864559020535524,2,1.19772115434952,0.856544801941427,1.39831699595256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A01",2.19699734021695,2.72433079297753,2.96737191779232,2.98125896225068,3.0808470972793,2.73513097736393,2.62131635691309,2.63280562743075,2.96934120073465,3.27110271926762,3.1076141790468,2.70409344318151,26,7.39651329460101,5.63862076909738,1.31175931091834,8.24329576079859,6.5807468421145,0.798315022664791,2,1.02137426358115,0.765131458945797,1.33490036468819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A02",2.61439500909117,3.03960291235208,3.09248270342473,3.2088040499898,2.69211388361995,2.77726916232475,2.55416933840835,2.58688487518293,3.0260807986569,3.61425847131104,3.81395293625918,2.89900132607623,22,8.1889580481325,5.62878137778349,1.45483675746475,7.7467880440864,7.15597854943683,0.923734909063303,2,1.02249528570721,0.81216933611249,1.25896809968406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A03",2.23768026576907,2.52222888120664,3.10786578196183,3.33846868089184,3.00360916232455,2.65904885655941,2.36209020097844,2.46029206831601,2.79526027410687,2.98247967302377,3.10179505112942,2.57153483441934,25,7.55465663845579,5.329909994741,1.41740791981665,7.77551284482252,6.55925071940386,0.843577890012936,2,1.04106435099512,0.738071757187517,1.41051915461741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A04",2.47691243308654,2.82128288120282,3.31368679398236,3.2474112766941,2.99646409355217,2.88361538360815,2.42224077148411,2.60586736017209,3.11406935443059,3.58418038050542,3.30444673430623,2.76922971103976,25,7.89800464277077,5.57504535591264,1.4166709216804,8.37455676439058,7.16032073303983,0.855008919813667,2,1.06728727814263,0.739061107276167,1.44411235774015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A05",1.97516140733855,2.43170580663017,3.3564560129021,3.16471652240895,2.81890333285837,2.59706269406315,2.44150496788117,2.54759429444479,2.95529730827889,3.30727228996949,3.29881997006732,2.79364931616573,27,7.4991789296812,5.27918022322744,1.42051959065276,6.67057074019907,6.37884785835185,0.956267178145762,2,1.02733240050276,0.693798065509519,1.48073690541108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A06",1.83476241007535,3.21870246641915,3.29467115201638,2.98014075322634,2.83806580729774,2.48836627971183,2.34212251573825,2.71305860735401,2.76271122043758,3.11604123849477,3.09579247444437,2.71746872155738,26,7.41595427896922,5.27612671583184,1.40556788689637,6.51755935914664,5.94198864017763,0.911689224868928,2,0.983768222559726,0.705335860656484,1.39475146158611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A07",1.72964802517828,2.88115921145968,3.26612197264379,2.9863693185766,2.79137351386378,2.41414689879814,2.51619158771832,2.5454967009556,2.65439352771966,3.06382386277051,3.13999012737301,2.66272948903208,26,7.29296820190456,5.25397825756818,1.38808496045816,6.15880718970809,5.76108913314141,0.935422875840098,2,0.986935872852313,0.738770636265756,1.33591648666622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A08",2.2221747099184,2.31826483249389,2.84913759275903,2.77501281079382,2.41985330133874,2.42976586227305,2.40821186065876,2.53472267445924,2.73538388530751,3.38930572201066,3.27267351804683,2.65782377618328,28,6.69943265444973,5.76474634824823,1.16213832313464,7.0701338035429,6.60667692565635,0.93444864117645,2,0.977336039321141,0.654041659457249,1.49430242735941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A09",1.82890847871194,2.5200095933786,3.06559213169889,2.9787513732334,2.78923326382939,2.75561765962953,2.52345503891801,2.699921106182,2.79606956279703,3.23043610663295,2.72119848863513,2.35293906435583,28,6.92555301240234,5.72625703296581,1.20943802776093,6.31665053647897,5.74391260379195,0.909328855636475,2,1.16544283554922,0.73836093184038,1.57841888064734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P03","A10",2.62185626816363,2.92241936589451,3.2184519696276,3.3391795399469,3.31506096110906,3.01400459774727,2.59610406516998,2.6602272459322,2.76430095079137,3.04780740861361,3.46391702708658,2.62097778110178,23,7.91758937141295,5.51217890505323,1.43638105870522,8.14853931695736,7.00883328379267,0.860133701411623,2,1.05268715508996,0.78211656778173,1.34594662541881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P04","A01",2.34090573914484,3.10187142960114,3.51031240925303,3.41824984458421,3.01533298327067,2.68211131427625,2.49248474395302,2.71005615101396,3.11941013929964,3.13812842312102,3.22683817585567,2.85414897062687,25,7.92725247523454,5.30677241817441,1.49379921552423,5.81310588240056,5.4396162548474,0.935750417228092,2,1.03894219878907,0.639199020935633,1.62538139884556,-50.64703132,8.876306239,-1.039865094,6.661262561,4.459360737,2.967591053,-5.161310492,0.367586372,-6.457569469,0.438801771,2030.316232,1750.268541,-4125.597227,1253.435863,-701.5454424,-998.4406053,-76.5918901,-163.0335864,318.4662494,-26.80191236,"M_haageana"
"CC020","P04","A02",2.0027847168126,2.33665071845682,3.06802230438445,3.26121526428416,2.88965616711277,2.61891649006657,2.25120311775254,2.73652502353014,3.16589402854865,3.02944631904908,2.87982889858362,2.12540789117632,23,7.22228851851211,5.2627111629579,1.37235130237564,5.10392329487817,5.0539271858625,0.990204376882811,2,0.981779546371941,0.660883198417414,1.4855568256584,-112.5437794,25.20014133,-8.576922131,-13.45565739,3.076028845,3.427863908,2.516187893,-2.253560683,-2.186191389,0.800195033,506.9465622,1862.383404,-4760.811857,2162.486401,741.2876745,-324.0087072,625.4675724,-703.7334788,774.9288527,795.4996349,"M_haageana"
"CC020","P04","A03",1.96193792625567,2.51930539304148,3.17886095952623,3.25458867107158,2.99034061605029,3.00185076244639,2.69566808420112,2.789829438387,3.26594687648161,3.37195166038898,3.43539157792504,2.35300151006153,23,7.58468795942082,5.70701980110432,1.32901027572275,5.72297125626191,5.72486200707056,1.00033037922505,2,1.04667784204302,0.662501678756021,1.57988707894048,-64.88710502,6.806709891,-10.97162177,12.00760522,11.03857365,2.936839207,-2.678087309,1.307709266,-6.587567883,0.23789457,2046.266455,2303.125013,-3728.837705,695.3931639,-991.5143732,-640.5584222,205.1039423,66.13865921,839.0679194,548.2902139,"M_haageana"
"CC020","P04","A04",1.93745635393492,3.02359532700844,3.55934614781985,3.50451474598376,3.19769886265955,2.93362097668049,2.7997157430386,3.00937029503276,2.98526799466983,3.35689198704371,3.48621069357548,2.71358920112597,26,7.75182580329028,6.24814139316058,1.24066107271127,6.70785815294271,6.489675569703,0.967473584225392,2,1.07819758492339,0.729524155524877,1.47794638019581,-49.62929219,8.799460801,-8.667452512,2.22414164,1.053339259,-0.14436463,-1.672339919,1.516178753,-0.36581122,3.623604564,9870.778917,1824.181372,-2011.740444,1482.390066,693.9389375,1461.540127,-336.6746973,-645.3296367,17.35610392,453.7047343,"M_haageana"
"CC020","P04","A05",2.26716237933026,2.99950221016619,3.26392218044487,3.17972394397388,2.9180879013491,2.79795038102608,2.36075277585765,2.73581169568121,3.01582900306378,3.069808625957,2.92874423372957,2.29113554162346,24,7.47400903305024,5.47521345050719,1.3650625862555,5.2724503790932,5.36490158344028,1.01753476992665,2,1.00013554483399,0.621508104394875,1.6092075674665,-14.22127424,3.320892165,14.09930731,12.96785656,-7.507433605,3.849066724,-2.041564104,4.14448063,-2.576984408,2.075349433,7016.507483,2239.026799,-1404.260128,1384.834302,-1139.715457,280.7007806,55.4254793,-474.0813898,-8.972584909,-104.6746795,"M_haageana"
"CC020","P04","A06",2.63106974441956,3.04756118519038,3.64701570767247,4.16826354732999,3.71708761812266,3.52909909691765,3.018186997104,3.29809870309006,3.41643461085784,3.9085028205844,3.25402660821593,2.80631683944066,24,9.64438769442313,6.12289351697851,1.57513562299911,7.41111901132346,7.45347663845537,1.00571541585922,2,1.31181041356611,1.04130426432121,1.25977628106731,-21.98493242,-3.510008199,-19.06159112,0.964809764,7.207540619,0.861502842,5.210775776,8.922824664,-3.184126321,-3.480324907,6971.822619,2196.324069,-79.91896145,1847.297401,-622.9288829,-165.1269513,216.9964229,-299.5988463,-696.8951313,231.3983327,"M_haageana"
"CC020","P04","A07",2.57202702048497,3.12309420784294,3.80347387054141,4.07506417127387,3.92033405973187,3.88276705456302,3.48653153914299,3.61249325493395,3.89686026814566,4.01433900987514,3.45052275022835,2.99923351972824,24,10.4367615410685,6.05000170427046,1.72508406629069,7.5052691490712,7.39610667851675,0.985455222406253,2,1.37515932459472,1.0869222298957,1.26518649335811,-41.02789821,-10.88028976,-12.62119031,15.66100744,0.63612765,-4.859551046,2.108006576,-2.728301434,1.026750858,-1.34642808,6768.471072,2745.207632,-907.0666726,2373.564047,473.6018967,269.076766,-103.9945606,-151.8180187,203.664519,-70.44802016,"M_haageana"
"CC020","P04","A08",1.88399483484396,1.97434363546252,2.64411232741728,3.19631677621426,3.27914927992002,3.02996047825151,2.75610047890939,2.81376205246487,3.03234641175425,3.15229598864066,3.14378775260786,2.52458578922641,27,7.54299641736347,5.75757024012264,1.31010063321482,6.48180260421436,6.8728825102718,1.06033505336975,2,1.24386545040538,0.821587768079396,1.51397756725752,-11.71696692,4.587835264,-6.53348234,4.249758109,-3.216721466,5.217297256,-0.40143901,4.678361071,3.59038466,1.759287753,1313.350327,2762.386431,-959.5211685,1743.649605,-523.4419331,-930.8496344,-649.8231348,310.2851942,-247.3659293,897.9491001,"M_haageana"
"CC020","P04","A09",2.4650957996941,2.96173131180093,3.81836547028166,4.19740074331723,3.97096586519393,3.99860516152698,3.39777631784463,4.09388608383879,4.23419223564844,4.47701351349312,4.16948088691136,3.06683596137333,25,10.470891247062,7.0876357341379,1.47734613344031,8.05259691031409,7.82977400695576,0.97232906280545,2,1.4324710054681,1.13875251039285,1.25793005275037,4.393196388,2.863377615,3.617428024,8.699274442,3.508719301,1.047674128,6.089246895,-0.185517302,-0.690758389,1.121085589,5234.536689,2891.473832,-2342.954925,-215.2563724,-687.6060236,-395.3943972,544.5847979,-544.4511974,-532.7234608,535.5650222,"M_haageana"
"CC020","P04","A10",1.9554242506423,2.2026752546946,2.5725862727133,3.12166622174761,3.02129940792443,2.86779173168332,2.3491564655292,2.61766553835112,3.025783865381,2.7228437441346,2.76142100777815,2.31035734106424,23,7.30986728749056,5.42012565913237,1.34865273375612,5.6081883884192,6.04478783746791,1.07785035359195,2,1.08793053350051,0.850286199275143,1.27948746484179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A01",1.6728048302178,1.67898155571215,2.04235837110182,2.62851966442093,2.64232359865328,2.45106609458007,2.38323115984892,2.28717329339613,2.63704853956085,2.78274414921674,2.69046464388588,2.37600514767878,19,5.87771317577014,5.0208979341605,1.17064980265385,NA,5.40226110068738,NA,1,0.806865634478741,0.569586547529978,1.41658126930443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A02",2.37364943879883,2.56293008100122,2.88211675682995,3.08660930472258,3.19812960963123,3.25481812087865,2.84810155560355,2.64038954131659,2.92248130875118,3.51336021495092,3.22637168662224,2.42898600242982,19,7.48362658666026,5.59080779495668,1.33855908861883,NA,5.38899257746752,NA,1,0.875683453603599,0.574638973405975,1.52388455035217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A03",1.73086625710943,2.07255759490398,2.75186936463198,2.71015958939691,3.09646976410234,2.84984477333724,2.43711704296974,2.34178965172069,2.9123825158355,2.82309422442823,2.38731250572689,2.22747615026514,19,6.396451393257,5.15463302887952,1.24091304995332,NA,6.22065334189263,NA,1,0.768585326226878,0.521824942335491,1.47287962661766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A04",2.14247904012572,1.94206591031304,2.69342458591289,2.77543690254345,2.95163632583691,2.56662581092974,2.54938978410419,2.72341329005715,2.8975984884038,3.01180693272328,2.81892355481905,2.41148087282483,19,6.62354245006009,5.44025734944024,1.21750535399609,NA,6.24391303590945,NA,1,0.770846166610483,0.499404516312868,1.5435306278399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A05",2.11068890286754,2.3974453717636,2.50692181768798,2.58718727578813,NA,2.74345253901926,2.52168977828083,2.82757352494311,NA,2.94182436378118,2.69623162951554,2.54234635720627,21,6.20338375386986,5.23503358623622,1.18497496753022,NA,6.92876994855508,NA,1,0.680035097247799,0.36120094558649,1.88270575023997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A06",1.62421225914604,1.63639204264065,2.31343921467585,2.22768040795802,2.56588016088047,2.49629168464621,2.18997788369909,2.20516194464354,2.54185011359836,2.58356072117533,2.40810464122861,1.87415181416205,23,5.28248968365086,4.98144596255294,1.06043299944654,NA,5.16956835722287,NA,1,0.779154551398553,0.521301441324282,1.49463341098624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
"CC020","P05","A07",1.71101246674778,2.20185062016735,2.79320912089672,3.04280528460169,3.23746721991127,2.98710484130508,2.69407412174049,2.96645201519501,3.04263076958082,3.07731343869941,2.76485406472561,1.94433791246368,25,6.97960722971356,5.36772665570319,1.30029110597458,NA,6.71031035049796,NA,1,1.01266391152093,0.614017132918962,1.64924373804824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M_haageana"
